"Samplerate";25000
"Sensor";"DMS"
-3.84325
-3.88004
-3.81512
-3.774
-3.8043
-3.8281
-3.81944
-3.81728
-3.84108
-3.87138
-3.89951
-3.90384
-3.90817
-3.89518
-3.86922
-3.8519
-3.85407
-3.89302
-3.89086
-3.906
-3.92548
-3.92115
-3.88653
-3.88869
-3.94279
-3.93846
-3.93414
-3.94279
-3.94063
-3.94496
-3.95578
-3.97525
-4.00555
-4.02502
-3.97309
-3.91466
-3.906
-3.93846
-4.01853
-4.09644
-4.10726
-4.07912
-4.04883
-4.02502
-4.00122
-4.03152
-4.07696
-4.11808
-4.12024
-4.05316
-3.9601
-3.95361
-4.02935
-4.07047
-4.08562
-4.13755
-4.13322
-4.07912
-4.04883
-4.0683
-4.10942
-4.14837
-4.14404
-4.14404
-4.13755
-4.12024
-4.14621
-4.16136
-4.15919
-4.17001
-4.22195
-4.21978
-4.17001
-4.14404
-4.15486
-4.2306
-4.25657
-4.19814
-4.12673
-4.13322
-4.20247
-4.25441
-4.26523
-4.24142
-4.19598
-4.20896
-4.25873
-4.29552
-4.31933
-4.31067
-4.25441
-4.2068
-4.20464
-4.27388
-4.35395
-4.36477
-4.34962
-4.30851
-4.30418
-4.30418
-4.26306
-4.27821
-4.36044
-4.42103
-4.37126
-4.31067
-4.28903
-4.29552
-4.32798
-4.34097
-4.34529
-4.35828
-4.38425
-4.43185
-4.44051
-4.43835
-4.40372
-4.39074
-4.41671
-4.42753
-4.41454
-4.3929
-4.40156
-4.44267
-4.47513
-4.46864
-4.43185
-4.41021
-4.44484
-4.4773
-4.49028
-4.50759
-4.45999
-4.41887
-4.45566
-4.49894
-4.50543
-4.47946
-4.48379
-4.50976
-4.51409
-4.52491
-4.52058
-4.55953
-4.57684
-4.54005
-4.49677
-4.51841
-4.56386
-4.57901
-4.5552
-4.53573
-4.55087
-4.57684
-4.56602
-4.57035
-4.61796
-4.64393
-4.62445
-4.61579
-4.57901
-4.58117
-4.60281
-4.62229
-4.6093
-4.60497
-4.61363
-4.63311
-4.6634
-4.69803
-4.72399
-4.73481
-4.71967
-4.70668
-4.6937
-4.66989
-4.66557
-4.69153
-4.7413
-4.72832
-4.70668
-4.7413
-4.72616
-4.74347
-4.73265
-4.70019
-4.71101
-4.73481
-4.78026
-4.79973
-4.73914
-4.70235
-4.73265
-4.78458
-4.79324
-4.77377
-4.78675
-4.79108
-4.82786
-4.86249
-4.8495
-4.80406
-4.77809
-4.8257
-4.8798
-4.86032
-4.80406
-4.81488
-4.84085
-4.87331
-4.88629
-4.89495
-4.88413
-4.87331
-4.88196
-4.9101
-4.93174
-4.89062
-4.9036
-4.94472
-4.96636
-4.90793
-4.84734
-4.86032
-4.89928
-4.92741
-4.93606
-4.96852
-4.99449
-4.988
-4.98584
-4.96203
-4.94039
-4.93174
-4.98584
-5.03561
-5.05076
-5.03777
-5.02046
-4.98584
-4.95554
-4.95338
-5.00964
-5.06807
-5.08754
-5.03561
-5.00098
-4.99666
-4.99016
-5.0118
-5.05508
-5.08971
-5.09187
-5.08538
-5.10269
-5.09404
-5.08322
-5.08105
-5.0659
-5.06374
-5.08971
-5.12217
-5.13299
-5.10702
-5.13515
-5.16761
-5.13082
-5.05508
-5.05292
-5.10269
-5.22171
-5.32775
-5.29961
-5.2044
-5.07889
-5.00315
-5.08322
-5.20656
-5.26715
-5.28014
-5.23253
-5.17843
-5.14597
-5.16761
-5.19791
-5.19791
-5.23037
-5.26932
-5.21522
-5.18276
-5.21522
-5.24335
-5.26283
-5.27581
-5.27365
-5.29961
-5.26715
-5.19358
-5.20656
-5.26932
-5.29312
-5.26499
-5.25633
-5.30178
-5.36453
-5.33424
-5.23902
-5.21522
-5.28447
-5.35155
-5.33424
-5.31476
-5.30611
-5.31043
-5.34506
-5.34939
-5.35588
-5.31693
-5.27148
-5.2823
-5.31476
-5.3364
-5.35588
-5.34073
-5.34939
-5.32125
-5.33207
-5.38185
-5.37752
-5.3364
-5.34073
-5.39916
-5.43595
-5.40781
-5.38185
-5.40565
-5.40781
-5.40565
-5.37968
-5.39267
-5.44244
-5.4749
-5.49005
-5.46624
-5.41214
-5.35804
-5.3667
-5.39483
-5.45759
-5.46408
-5.44893
-5.44677
-5.48788
-5.51169
-5.46624
-5.4749
-5.50303
-5.52034
-5.52683
-5.48355
-5.4749
-5.47706
-5.52034
-5.54198
-5.50519
-5.49005
-5.53982
-5.55713
-5.53982
-5.49654
-5.47273
-5.49437
-5.56146
-5.62854
-5.60041
-5.55497
-5.53765
-5.54198
-5.54198
-5.54847
-5.55929
-5.59608
-5.58093
-5.54847
-5.53333
-5.52683
-5.55064
-5.56146
-5.59175
-5.60041
-5.60907
-5.60907
-5.61556
-5.63071
-5.63503
-5.61123
-5.60907
-5.60474
-5.61339
-5.62854
-5.62421
-5.5831
-5.60257
-5.68264
-5.7151
-5.69779
-5.65667
-5.62854
-5.63071
-5.66966
-5.69995
-5.70645
-5.71077
-5.69995
-5.73458
-5.76704
-5.75622
-5.72809
-5.70428
-5.70645
-5.70645
-5.69995
-5.6913
-5.66533
-5.661
-5.67615
-5.70212
-5.7151
-5.76054
-5.77136
-5.70645
-5.65667
-5.69563
-5.78651
-5.84061
-5.81681
-5.75838
-5.75405
-5.793
-5.82763
-5.80166
-5.77353
-5.78868
-5.78218
-5.81032
-5.81032
-5.76704
-5.74972
-5.74756
-5.75622
-5.81464
-5.85143
-5.86874
-5.89038
-5.86442
-5.80382
-5.80815
-5.85792
-5.89688
-5.86658
-5.87091
-5.87956
-5.92284
-5.88389
-5.85143
-5.86874
-5.87524
-5.8774
-5.89688
-5.89471
-5.93366
-5.9012
-5.86009
-5.87307
-5.8774
-5.87307
-5.88606
-5.89904
-5.93366
-5.96396
-6.0094
-5.97262
-5.92934
-5.93583
-5.94232
-5.98127
-6.02022
-6.00291
-6.00075
-5.96396
-5.94881
-5.99426
-6.06134
-6.05268
-6.0159
-5.9856
-5.97045
-5.98776
-6.02455
-6.07216
-6.0397
-6.02672
-6.00291
-5.93583
-5.92501
-6.0094
-6.12193
-6.18685
-6.10246
-6.01157
-5.97045
-6.00508
-6.04836
-6.10029
-6.10678
-6.0938
-6.06134
-6.03754
-6.05052
-6.11328
-6.09596
-6.07865
-6.08731
-6.1241
-6.11544
-6.11544
-6.11544
-6.13708
-6.11111
-6.05052
-6.06134
-6.13275
-6.21931
-6.2258
-6.19551
-6.10678
-6.02672
-6.08082
-6.20633
-6.21282
-6.14574
-6.13275
-6.17387
-6.19118
-6.21282
-6.24528
-6.22797
-6.17387
-6.13275
-6.15006
-6.19551
-6.19118
-6.1782
-6.19984
-6.20633
-6.20633
-6.20416
-6.20633
-6.24095
-6.24744
-6.18252
-6.15006
-6.19767
-6.27341
-6.30587
-6.27774
-6.2323
-6.21066
-6.21498
-6.22148
-6.25177
-6.28639
-6.26043
-6.21282
-6.22797
-6.28856
-6.33617
-6.39459
-6.34915
-6.22797
-6.15872
-6.21931
-6.28856
-6.31236
-6.32535
-6.30154
-6.26692
-6.24311
-6.29289
-6.32102
-6.30371
-6.30803
-6.34266
-6.34049
-6.28639
-6.27557
-6.28207
-6.24095
-6.26259
-6.334
-6.37079
-6.34915
-6.30587
-6.31236
-6.37512
-6.42922
-6.3881
-6.32751
-6.32318
-6.33184
-6.37512
-6.40974
-6.39243
-6.34915
-6.30154
-6.32535
-6.3643
-6.38594
-6.37728
-6.38377
-6.36863
-6.39676
-6.44004
-6.40325
-6.35781
-6.38377
-6.40325
-6.40109
-6.40541
-6.41407
-6.43787
-6.46384
-6.43571
-6.41407
-6.41623
-6.40109
-6.39892
-6.40758
-6.42705
-6.45302
-6.45086
-6.42705
-6.40974
-6.38594
-6.42056
-6.45735
-6.45519
-6.45519
-6.49197
-6.50063
-6.46168
-6.43787
-6.42056
-6.42489
-6.44869
-6.46817
-6.44437
-6.43138
-6.48765
-6.53093
-6.52227
-6.47033
-6.42489
-6.44004
-6.48981
-6.49414
-6.5266
-6.54175
-6.53309
-6.50063
-6.45735
-6.45735
-6.49414
-6.53742
-6.54391
-6.51578
-6.43787
-6.41191
-6.46168
-6.54391
-6.55906
-6.53958
-6.51145
-6.48332
-6.48765
-6.51794
-6.52876
-6.51145
-6.51361
-6.5504
-6.5807
-6.58286
-6.56122
-6.53958
-6.50279
-6.48765
-6.48765
-6.53525
-6.61532
-6.62398
-6.59368
-6.60234
-6.58286
-6.5266
-6.50279
-6.56555
-6.62614
-6.57853
-6.52227
-6.50712
-6.52876
-6.59152
-6.61316
-6.55473
-6.52443
-6.52876
-6.57421
-6.59801
-6.56122
-6.5504
-6.5807
-6.60234
-6.61965
-6.58503
-6.55906
-6.5504
-6.60017
-6.66077
-6.64562
-6.58503
-6.55257
-6.62181
-6.66293
-6.61316
-6.60667
-6.61316
-6.61099
-6.61099
-6.61749
-6.63263
-6.64995
-6.60883
-6.5266
-6.52227
-6.59152
-6.65211
-6.65211
-6.6348
-6.60234
-6.60234
-6.61965
-6.64129
-6.62398
-6.56988
-6.56771
-6.57204
-6.59152
-6.64562
-6.70405
-6.71919
-6.65211
-6.59585
-6.58286
-6.59801
-6.64129
-6.61749
-6.56771
-6.58719
-6.62831
-6.66293
-6.68457
-6.64562
-6.6045
-6.59368
-6.60017
-6.67808
-6.74516
-6.70837
-6.64778
-6.61532
-6.60883
-6.60234
-6.66077
-6.70621
-6.71054
-6.69323
-6.66077
-6.62398
-6.64129
-6.67591
-6.67375
-6.64778
-6.66077
-6.68673
-6.70188
-6.67375
-6.70188
-6.73434
-6.71919
-6.64562
-6.6045
-6.64345
-6.71487
-6.74516
-6.72569
-6.69539
-6.65644
-6.64345
-6.65211
-6.64129
-6.66293
-6.69323
-6.69539
-6.68673
-6.68241
-6.67159
-6.68457
-6.69972
-6.74516
-6.73001
-6.68024
-6.65644
-6.66509
-6.68241
-6.70621
-6.69972
-6.66509
-6.66942
-6.6889
-6.67375
-6.64562
-6.6348
-6.68024
-6.69323
-6.68457
-6.70837
-6.74516
-6.76247
-6.73867
-6.70188
-6.67591
-6.66293
-6.65644
-6.67375
-6.69323
-6.69539
-6.69972
-6.68457
-6.66293
-6.60883
-6.59585
-6.6586
-6.71054
-6.69972
-6.69755
-6.69972
-6.67808
-6.66726
-6.71703
-6.75814
-6.73434
-6.70837
-6.6889
-6.68673
-6.69323
-6.73434
-6.7127
-6.67159
-6.6586
-6.70837
-6.70405
-6.67159
-6.69539
-6.73218
-6.73651
-6.70837
-6.66293
-6.66509
-6.68673
-6.73867
-6.743
-6.73218
-6.72569
-6.71054
-6.70188
-6.69972
-6.69972
-6.73867
-6.74732
-6.68457
-6.65644
-6.68241
-6.71487
-6.73651
-6.743
-6.69755
-6.64778
-6.61749
-6.63696
-6.73001
-6.81008
-6.78195
-6.69755
-6.6586
-6.65427
-6.6586
-6.69755
-6.74949
-6.76031
-6.74516
-6.72352
-6.70837
-6.69755
-6.69972
-6.67159
-6.66293
-6.7127
-6.74732
-6.71054
-6.68024
-6.69755
-6.73651
-6.74083
-6.73001
-6.71487
-6.71703
-6.743
-6.73434
-6.68024
-6.66293
-6.66509
-6.68673
-6.74083
-6.78411
-6.7668
-6.71054
-6.73651
-6.76896
-6.73434
-6.7127
-6.74083
-6.77329
-6.76464
-6.73218
-6.69539
-6.66942
-6.66942
-6.68457
-6.70621
-6.70621
-6.73001
-6.71703
-6.69755
-6.70188
-6.69755
-6.7127
-6.75165
-6.74732
-6.70188
-6.68457
-6.66077
-6.68024
-6.76247
-6.78411
-6.73001
-6.68241
-6.67375
-6.69755
-6.71487
-6.743
-6.74949
-6.73001
-6.69972
-6.69323
-6.69106
-6.71919
-6.72785
-6.67159
-6.61099
-6.66293
-6.73867
-6.77329
-6.74732
-6.72785
-6.70188
-6.6889
-6.70837
-6.7127
-6.73434
-6.70837
-6.69106
-6.71919
-6.74516
-6.743
-6.72785
-6.70405
-6.67375
-6.65427
-6.67375
-6.71054
-6.67375
-6.69323
-6.73001
-6.73867
-6.70405
-6.70621
-6.72352
-6.70837
-6.64345
-6.62181
-6.69539
-6.7127
-6.67591
-6.62614
-6.63263
-6.67375
-6.71919
-6.72785
-6.69972
-6.65644
-6.69539
-6.72136
-6.68457
-6.65211
-6.67591
-6.70837
-6.69106
-6.70188
-6.67375
-6.65644
-6.68024
-6.67375
-6.61532
